original_value,target_mean,target_std,count
42557,35134.84,408.46,86
42558,34963.17,285.57,104
42559,35084.33,373.89,91
42560,35043.68,396.13,82
42561,35097.36,327.12,83
42562,35011.99,304.72,108
42563,35007.51,350.84,81
42564,35064.26,302.13,96
42565,35082.5,332.37,109
42566,35023.35,364.9,99
42567,34960.43,388.94,72
42568,35090.3,357.63,101
42569,35029.94,489.24,98
42570,35002.88,550.54,80
42571,35072.72,355.2,87
42572,34989.42,463.7,105
42573,35064.91,357.34,86
42574,35052.71,410.2,82
42575,35036.46,301.48,105
42576,35077.94,439.56,84
42577,34983.66,502.59,85
42578,35002.96,320.79,91
42579,35011.29,542.13,95
42580,35003.63,371.82,76
42581,35067.18,419.93,92
42582,34942.69,459.36,84
42583,35077.47,523.4,94
42584,35037.17,497.85,89
42585,34996.66,362.35,85
42586,35045.23,282.37,77
42587,35102.72,479.56,79
42588,35032.84,387.75,92
42589,35052.05,366.75,94
42590,35136.13,462.76,77
42591,35052.26,334.89,82
42592,34979.25,291.96,91
42593,35058.73,360.69,75
42594,35057.51,392.05,93
42595,34986.5,338.86,84
42596,35058.95,408.08,95
42597,34976.28,316.01,99
42598,35073.61,480.95,102
42599,35078.46,385.7,92
42600,35112.32,476.41,84
42601,35037.92,344.81,108
42602,35102.23,376.58,99
42603,34997.82,334.68,95
42604,35047.55,364.29,85
42605,35035.75,393.17,102
42606,35039.01,370.43,92
42607,35023.14,343.24,73
42608,35005.03,316.01,91
42609,35030.21,376.96,106
42610,34989.0,578.47,83
42611,35049.58,341.11,90
42612,35071.05,354.1,84
42613,35018.38,309.15,94
42614,35071.01,343.13,96
42615,34987.8,313.99,71
42616,34989.16,331.21,96
42617,35071.44,319.25,84
42618,35115.54,345.66,92
42619,35039.63,376.63,98
42620,35036.55,357.53,92
42621,35092.62,366.22,90
42622,35034.93,454.29,97
42623,34993.66,299.3,76
42624,35026.43,325.83,103
42625,35054.3,331.67,100
42626,35055.6,365.27,102
42627,35112.82,375.88,85
42628,35099.87,412.39,107
42629,35055.09,375.68,81
42630,35008.22,354.81,83
42631,35062.37,401.35,98
42632,35095.12,425.63,69
42633,35046.36,360.01,99
42634,35139.72,438.41,104
42635,35172.68,433.05,82
42636,35015.4,317.12,73
42637,35115.55,442.05,104
42638,35032.31,350.98,98
42639,35092.64,421.53,86
42640,35101.04,375.27,83
42641,35161.58,395.99,79
42642,35051.18,574.68,91
42643,35080.17,308.78,98
42644,35089.16,398.95,100
42645,35096.65,369.79,91
42646,35061.06,298.48,98
42647,35074.97,410.98,68
42648,35081.42,344.13,89
42649,35045.85,322.18,96
42650,35050.11,380.62,98
42651,35128.13,411.91,83
42652,35103.77,392.01,93
42653,35097.01,300.27,80
42654,35074.01,396.55,93
42655,35083.59,362.89,88
42656,35171.15,370.02,88
42657,35076.05,437.31,98
42658,35112.37,330.91,87
42659,35072.62,327.47,99
42660,35059.96,283.5,90
42661,35098.36,345.16,98
42662,35039.61,319.68,87
42663,35110.63,405.42,92
42664,35047.17,285.93,98
42665,35120.5,338.47,78
42666,35092.43,310.75,83
42667,35109.09,324.05,86
42668,35063.42,312.14,84
42669,35020.44,315.74,78
42670,35054.79,327.24,81
42671,35051.1,399.97,93
42672,35146.65,340.05,85
42673,35088.34,388.64,109
42674,35108.75,334.31,106
42675,35046.99,420.74,84
42676,35150.37,426.79,90
42677,35137.7,345.69,88
42678,35104.75,527.46,73
42679,35106.86,382.42,85
42680,35152.35,348.68,79
42681,35156.5,367.24,86
42682,35159.09,395.25,103
42683,35073.79,474.52,89
42684,35128.09,335.64,91
42685,35112.42,290.1,99
42686,35118.9,385.78,61
42687,35097.49,278.85,78
42688,35154.82,353.92,74
42689,35085.59,308.41,87
42690,35158.96,394.25,85
42691,35063.59,346.1,97
42692,35069.41,348.98,98
42693,35191.04,430.98,100
42694,35083.94,366.36,98
42695,35105.75,386.75,65
42696,35063.31,347.35,94
42697,35141.11,342.05,87
42698,35173.43,338.57,82
42699,35087.1,350.94,90
42700,35148.53,276.57,101
42701,35118.42,316.26,85
42702,35060.2,305.09,91
42703,35066.45,310.12,89
42704,35136.7,378.8,98
42705,35086.16,305.61,92
42706,35133.7,379.81,82
42707,35128.85,336.69,87
42708,35143.32,335.74,96
42709,35102.09,349.21,88
42710,35136.84,267.7,83
42711,35118.62,369.55,104
42712,35127.99,357.96,98
42713,35207.72,394.1,71
42714,35166.1,356.79,88
42715,35134.06,364.98,97
42716,35153.35,377.14,68
42717,35194.85,361.38,86
42718,35115.28,368.72,94
42719,35102.07,361.26,92
42720,35144.28,351.04,80
42721,35139.09,426.64,85
42722,35178.15,385.99,99
42723,35178.18,369.26,95
42724,35157.55,404.8,82
42725,35225.44,339.14,102
42726,35177.99,348.58,105
42727,35107.06,313.76,107
42728,35132.51,281.98,94
42729,35131.97,305.85,86
42730,35172.51,346.99,81
42731,35138.66,373.4,91
42732,35199.93,389.7,90
42733,35177.23,355.73,95
42734,35145.31,408.34,107
42735,35201.33,361.68,87
42736,35215.05,337.52,83
42737,35122.02,256.31,84
42738,35149.34,479.56,87
42739,35080.03,298.79,76
42740,35176.05,338.31,101
42741,35197.27,447.39,86
42742,35147.76,327.23,84
42743,35144.21,330.67,89
42744,35195.24,349.88,96
42745,35193.54,385.49,84
42746,35082.96,379.85,99
42747,35144.5,342.02,102
42748,35144.4,341.78,87
42749,35141.92,403.39,91
42750,35180.09,374.61,96
42751,35172.96,319.99,79
42752,35143.99,296.48,107
42753,35151.5,333.04,86
42754,35150.94,321.25,82
42755,35122.0,291.46,86
42756,35124.43,297.83,84
42757,35178.57,371.4,72
42758,35215.45,347.55,78
42759,35174.93,331.57,58
42760,35156.67,325.06,86
42761,35148.35,530.85,96
42762,35233.62,313.58,77
42763,35188.61,369.57,82
42764,35187.22,383.42,107
42765,35149.49,301.22,75
42766,35192.74,291.14,77
42767,35178.02,275.8,84
42768,35195.91,313.23,90
42769,35160.77,273.26,91
42770,35212.87,354.88,87
42771,35154.1,335.87,70
42772,35187.93,319.66,92
42773,35156.84,340.46,80
42774,35205.0,369.39,83
42775,35212.32,272.04,76
42776,35141.5,498.66,88
42777,35242.97,311.22,99
42778,35213.92,353.63,79
42779,35193.68,308.69,88
42780,35196.49,338.38,91
42781,35203.49,333.93,73
42782,35175.02,318.33,83
42783,35128.68,483.49,71
42784,35212.07,362.17,82
42785,35251.33,361.52,82
42786,35202.97,346.43,89
42787,35176.85,310.97,89
42788,35272.57,439.1,87
42789,35202.3,265.51,56
42790,35165.01,296.98,81
42791,35174.89,336.23,75
42792,35174.81,313.78,89
42793,35175.27,467.9,75
42794,35153.74,309.3,84
42795,35210.28,321.42,82
42796,35253.67,382.31,85
42797,35231.63,377.5,78
42798,35196.46,348.84,87
42799,35263.72,363.2,98
42800,35228.79,293.23,78
42801,35274.77,337.83,87
42802,35171.46,277.97,85
42803,35176.14,451.58,86
42804,35224.45,331.03,87
42805,35151.86,503.28,85
42806,35227.25,325.26,93
42807,35193.81,376.02,77
42808,35250.65,335.91,86
42809,35222.05,243.23,80
42810,35220.33,386.49,88
42811,35240.8,329.21,97
42812,35253.93,240.95,81
42813,35217.73,313.68,74
42814,35222.04,236.61,78
42815,35212.43,322.88,96
42816,35202.58,288.99,74
42817,35190.53,357.81,81
42818,35210.7,398.5,89
42819,35247.64,396.18,90
42820,35236.52,344.42,92
42821,35250.62,251.66,81
42822,35247.01,300.84,95
42823,35190.1,284.15,77
42824,35229.35,322.52,71
42825,35302.51,343.78,81
42826,35244.26,392.61,86
42827,35185.72,319.99,80
42828,35190.24,247.94,84
42829,35226.32,394.52,78
42830,35226.74,315.67,84
42831,35233.27,367.39,85
42832,35180.58,366.92,84
42833,35255.54,320.77,83
42834,35191.54,272.04,72
42835,35275.7,481.27,86
42836,35201.38,306.4,73
42837,35237.22,307.49,67
42838,35255.97,302.46,79
42839,35198.43,366.23,80
42840,35228.59,297.55,90
42841,35197.04,277.72,71
42842,35243.03,394.53,74
42843,35262.58,287.87,99
42844,35298.74,303.26,69
42845,35255.39,365.75,96
42846,35169.15,248.84,85
42847,35296.0,369.82,79
42848,35252.23,290.1,71
42849,35277.07,429.95,82
42850,35283.95,348.79,91
42851,35233.69,296.17,70
42852,35231.04,459.38,96
42853,35178.01,280.75,75
42854,35236.15,348.11,82
42855,35224.14,356.32,99
42856,35192.78,280.43,79
42857,35205.29,299.0,96
42858,35269.59,427.65,83
42859,35203.6,315.97,77
42860,35264.78,242.67,67
42861,35203.11,341.57,88
42862,35250.37,308.54,86
42863,35237.4,396.2,81
42864,35299.85,401.55,104
42865,35266.55,312.45,96
42866,35238.56,275.08,96
42867,35280.35,335.49,74
42868,35289.37,352.61,76
42869,35232.18,274.79,80
42870,35290.74,382.54,72
42871,35253.84,311.49,79
42872,35275.43,379.54,93
42873,35335.77,426.13,87
42874,35272.94,274.6,70
42875,35289.4,279.1,84
42876,35241.31,366.77,78
42877,35241.87,339.68,89
42878,35291.6,283.9,108
42879,35286.07,378.78,85
42880,35225.93,273.78,86
42881,35183.32,351.31,73
42882,35176.77,261.79,73
42883,35266.54,271.38,83
42884,35300.49,296.25,93
42885,35265.8,322.37,86
42886,35234.53,278.12,79
42887,35258.8,315.8,92
42888,35286.65,341.28,96
42889,35265.89,301.67,95
42890,35300.29,295.93,77
42891,35216.97,276.3,70
42892,35268.39,282.14,82
42893,35255.85,317.53,87
42894,35246.04,287.58,69
42895,35190.04,309.07,73
42896,35267.13,308.66,77
42897,35310.0,391.05,96
42898,35290.62,331.68,69
42899,35291.68,348.67,85
42900,35354.63,371.62,67
42901,35230.32,282.66,84
42902,35305.6,346.77,78
42903,35304.33,284.09,86
42904,35278.12,374.08,76
42905,35300.92,344.85,75
42906,35221.78,461.44,87
42907,35261.34,316.67,82
42908,35293.39,325.68,80
42909,35280.87,308.79,76
42910,35235.98,431.45,80
42911,35306.14,374.74,95
42912,35247.3,334.64,79
42913,35352.91,349.68,90
42914,35252.19,265.85,89
42915,35281.44,290.67,85
42916,35314.91,298.63,74
42917,35233.11,363.51,75
42918,35225.27,297.7,77
42919,35284.53,410.57,88
42920,35286.6,270.56,85
42921,35388.05,439.29,75
42922,35300.79,370.14,86
42923,35299.99,377.04,86
42924,35276.67,270.12,91
42925,35312.46,281.9,85
42926,35347.24,384.54,82
42927,35284.43,345.64,82
42928,35289.85,343.85,81
42929,35248.07,297.56,87
42930,35260.14,316.45,91
42931,35352.06,385.1,81
42932,35275.65,263.18,82
42933,35280.76,353.37,100
42934,35253.48,422.7,79
42935,35240.72,276.92,75
42936,35339.07,312.71,85
42937,35299.9,282.07,84
42938,35270.17,306.7,105
42939,35298.38,242.28,73
42940,35223.21,311.62,75
42941,35341.2,304.15,81
42942,35299.05,368.46,74
42943,35261.6,281.75,97
42944,35312.12,298.17,83
42945,35311.21,372.09,90
42946,35239.73,302.01,93
42947,35270.85,336.16,89
42948,35268.38,304.86,74
42949,35312.46,264.56,71
42950,35315.76,320.29,62
42951,35301.02,365.84,87
42952,35288.71,260.45,90
42953,35318.13,261.21,77
42954,35281.97,352.58,88
42955,35295.57,269.49,83
42956,35289.16,280.17,73
42957,35312.36,354.67,72
42958,35323.61,253.55,80
42959,35409.66,395.36,64
42960,35258.37,288.06,87
42961,35244.64,512.94,80
42962,35320.68,261.39,95
42963,35277.27,322.83,97
42964,35348.61,342.77,82
42965,35396.0,436.89,72
42966,35280.35,276.2,92
42967,35364.51,432.61,85
42968,35307.16,365.41,81
42969,35299.56,332.16,75
42970,35323.31,382.28,91
42971,35273.4,283.65,93
42972,35271.32,299.97,85
42973,35389.72,277.41,89
42974,35315.04,322.72,97
42975,35295.06,325.57,83
42976,35320.72,330.82,81
42977,35346.67,338.69,78
42978,35339.1,424.22,78
42979,35273.16,289.22,85
42980,35314.74,336.76,86
42981,35275.79,363.07,104
42982,35320.85,402.34,97
42983,35325.19,277.28,83
42984,35327.02,256.07,91
42985,35369.58,315.07,81
42986,35315.81,362.48,77
42987,35224.53,466.78,89
42988,35316.35,360.61,85
42989,35267.07,302.91,85
42990,35320.19,322.99,83
42991,35316.82,324.6,78
42992,35287.0,354.26,92
42993,35333.2,359.88,98
42994,35313.56,282.81,84
42995,35279.69,315.43,89
42996,35276.07,256.66,92
42997,35316.72,352.9,87
42998,35310.38,268.46,85
42999,35351.05,362.34,99
43000,35305.47,320.21,78
43001,35293.79,444.54,86
43002,35334.31,340.22,74
43003,35278.27,366.74,81
43004,35283.51,352.29,99
43005,35361.63,407.78,86
43006,35238.95,546.15,100
43007,35297.7,383.87,86
43008,35316.79,282.9,90
43009,35381.88,379.8,84
43010,35367.3,455.13,86
43011,35305.12,292.44,78
43012,35319.64,315.09,72
43013,35318.51,281.19,86
43014,35361.52,281.9,93
43015,35335.66,348.94,76
43016,35324.49,321.52,79
43017,35339.97,347.71,87
43018,35328.3,303.31,102
43019,35319.27,296.74,77
43020,35355.23,420.09,87
43021,35324.08,319.48,91
43022,35291.03,248.91,87
43023,35364.72,309.71,100
43024,35323.59,312.07,97
43025,35328.37,378.33,102
43026,35294.46,293.07,98
43027,35345.66,360.16,91
43028,35388.45,382.05,102
43029,35313.24,339.3,85
43030,35322.43,296.9,81
43031,35256.8,315.69,100
43032,35354.75,401.56,96
43033,35291.78,318.54,98
43034,35339.78,513.75,99
43035,35382.79,280.03,84
43036,35279.84,343.82,97
43037,35330.88,342.33,90
43038,35335.04,296.91,95
43039,35363.32,255.12,92
43040,35329.85,298.7,87
43041,35352.64,299.66,92
43042,35325.11,295.68,91
43043,35287.42,275.03,76
43044,35270.33,380.75,110
43045,35347.17,502.15,105
43046,35326.02,271.3,94
43047,35320.51,454.22,105
43048,35378.44,352.71,88
43049,35339.63,309.28,97
43050,35381.95,327.27,86
43051,35322.32,317.61,106
43052,35350.44,361.2,80
43053,35325.19,350.85,93
43054,35311.57,303.61,91
43055,35335.27,294.88,91
43056,35348.25,352.28,71
43057,35369.76,320.03,89
43058,35354.26,369.24,93
43059,35349.38,331.12,98
43060,35302.12,510.74,96
43061,35355.2,298.94,76
43062,35350.1,266.57,86
43063,35363.75,450.09,89
43064,35354.41,300.06,112
43065,35351.03,335.43,94
43066,35366.23,277.99,95
43067,35348.6,381.88,113
43068,35396.19,359.37,98
43069,35265.92,366.05,76
43070,35274.1,291.72,97
43071,35330.84,337.9,90
43072,35394.14,306.71,88
43073,35393.76,389.22,91
43074,35280.03,343.99,97
43075,35363.06,344.06,68
43076,35352.19,372.42,122
43077,35317.94,331.12,95
43078,35310.42,373.16,91
43079,35375.61,283.79,93
43080,35359.85,392.33,86
43081,35376.12,409.81,98
43082,35402.07,260.83,83
43083,35351.83,357.15,87
43084,35307.02,284.17,91
43085,35384.97,350.78,104
43086,35399.49,388.12,93
43087,35356.74,285.48,93
43088,35335.36,297.5,113
43089,35391.55,302.28,94
43090,35346.83,278.55,109
43091,35345.97,355.23,93
43092,35407.58,299.01,90
43093,35367.88,322.46,104
43094,35337.11,251.64,110
43095,35371.37,380.91,83
43096,35313.72,311.19,85
43097,35360.08,321.24,83
43098,35430.27,431.66,90
43099,35394.51,241.26,99
43100,35372.23,313.38,113
43101,35362.49,321.47,87
43102,35344.95,540.81,96
43103,35432.89,346.27,91
43104,35368.38,284.84,111
43105,35352.16,321.15,91
43106,35373.29,353.96,85
43107,35373.59,275.74,93
43108,35292.8,271.36,103
43109,35359.77,381.99,96
43110,35441.21,399.51,103
43111,35370.91,396.24,101
43112,35414.92,517.36,89
43113,35403.1,355.53,102
43114,35349.42,290.69,83
43115,35382.96,276.66,97
43116,35338.28,276.84,85
43117,35380.95,331.03,95
43118,35378.34,341.14,104
43119,35385.22,303.87,86
43120,35396.74,379.85,111
43121,35369.97,420.43,90
43122,35282.89,285.52,102
43123,35342.1,495.9,87
43124,35311.19,278.42,98
43125,35374.81,306.75,80
43126,35322.89,387.95,101
43127,35393.38,323.13,94
43128,35364.53,387.12,107
43129,35349.09,279.24,93
43130,35349.48,367.05,95
43131,35322.75,314.52,88
43132,35345.34,416.13,106
43133,35369.72,346.73,95
43134,35350.32,304.84,105
43135,35375.99,304.64,92
43136,35390.05,436.42,83
43137,35339.92,280.1,90
43138,35404.28,350.67,96
43139,35433.02,371.26,84
43140,35299.39,280.61,100
43141,35405.07,274.66,114
43142,35386.96,370.58,95
43143,35364.48,360.37,105
43144,35389.9,413.78,93
43145,35357.9,368.82,100
43146,35361.07,379.23,116
43147,35386.25,309.57,97
43148,35320.24,319.53,100
43149,35405.51,293.56,91
43150,35388.38,253.85,99
43151,35371.23,325.29,109
43152,35384.36,417.84,70
43153,35353.31,303.62,105
43154,35349.89,284.59,110
43155,35384.39,299.34,85
43156,35382.44,297.69,103
43157,35351.13,459.94,111
43158,35398.22,307.76,90
43159,35396.17,262.2,103
43160,35377.6,283.08,119
43161,35345.32,277.82,94
43162,35408.57,346.39,91
43163,35428.25,378.78,91
43164,35403.73,280.74,83
43165,35383.99,331.8,98
43166,35393.67,291.26,90
43167,35328.39,319.77,101
43168,35343.63,332.72,106
43169,35402.52,280.12,89
43170,35399.47,326.21,105
43171,35372.91,354.57,91
43172,35419.13,557.1,95
43173,35445.69,366.24,107
43174,35396.1,323.75,110
43175,35441.67,357.15,107
43176,35379.45,281.18,97
43177,35380.83,388.25,83
43178,35387.81,255.06,109
43179,35403.63,325.61,82
43180,35380.06,300.56,99
43181,35375.86,417.78,94
43182,35259.42,477.91,93
43183,35338.07,323.68,102
43184,35385.86,353.96,96
43185,35404.99,351.59,103
43186,35468.62,296.0,93
43187,35391.29,352.59,119
43188,35428.85,351.49,110
43189,35410.51,285.85,86
43190,35373.96,279.47,96
43191,35386.01,274.58,114
43192,35426.31,315.08,110
43193,35363.06,287.26,108
43194,35348.34,407.86,95
43195,35427.55,344.8,104
43196,35428.91,309.56,111
43197,35422.77,383.78,91
43198,35393.72,286.06,110
43199,35390.11,339.03,106
43200,35453.37,416.53,104
43201,35405.56,283.72,99
43202,35382.83,360.07,110
43203,35402.82,354.16,110
43204,35414.6,269.0,119
43205,35392.58,407.9,109
43206,35392.67,346.83,96
43207,35454.38,293.13,107
43208,35479.82,424.9,96
43209,35308.6,369.8,87
43210,35379.79,374.84,99
43211,35488.94,328.84,89
43212,35426.76,320.09,99
43213,35425.96,297.16,100
43214,35476.9,470.73,94
43215,35429.77,281.09,120
43216,35431.16,307.56,98
43217,35473.14,425.85,94
43218,35461.31,350.39,94
43219,35421.43,390.72,84
43220,35467.14,360.92,105
43221,35383.6,304.65,96
43222,35387.47,463.79,101
43223,35437.48,363.73,108
43224,35434.68,282.73,97
43225,35442.43,350.19,86
43226,35445.74,424.9,98
43227,35422.9,349.21,111
43228,35474.23,344.36,99
43229,35444.08,394.85,106
43230,35488.47,437.9,112
43231,35451.58,386.27,88
43232,35410.79,316.93,80
43233,35485.38,449.38,95
43234,35447.62,463.51,85
43235,35525.71,355.0,100
43236,35487.28,446.44,107
43237,35467.82,391.66,100
43238,35373.61,321.04,98
43239,35422.49,276.74,99
43240,35429.97,359.76,93
43241,35370.99,491.49,88
43242,35514.58,434.64,95
43243,35434.67,361.65,99
43244,35417.31,364.81,98
43245,35389.04,303.39,94
43246,35358.68,376.87,99
43247,35472.7,321.95,96
43248,35473.92,553.52,89
43249,35441.11,310.92,105
43250,35499.63,373.11,103
43251,35444.28,396.03,95
43252,35456.39,309.97,88
43253,35478.66,395.09,98
43254,35474.96,332.85,92
43255,35444.71,335.97,106
43256,35464.61,323.98,79
43257,35430.93,346.48,101
43258,35459.32,302.86,102
43259,35427.98,337.95,99
43260,35419.69,470.03,81
43261,35470.09,389.47,111
43262,35419.87,467.36,115
43263,35468.77,430.45,92
43264,35540.41,429.52,96
43265,35481.15,343.26,82
43266,35416.15,440.4,113
43267,35525.44,380.66,96
43268,35439.22,388.86,96
43269,35486.62,450.45,85
43270,35412.66,330.14,97
43271,35473.18,334.79,77
43272,35430.98,458.6,95
43273,35471.1,371.14,96
43274,35451.41,395.19,105
43275,35430.9,317.23,88
43276,35467.44,331.62,101
43277,35469.16,376.79,89
43278,35454.11,318.44,106
43279,35552.22,325.42,91
43280,35440.92,366.62,110
43281,35592.09,424.04,95
43282,35422.26,360.19,112
43283,35470.37,341.31,97
43284,35494.47,373.89,94
43285,35409.73,296.29,70
43286,35475.48,341.21,98
43287,35532.2,444.04,93
43288,35493.69,274.72,94
43289,35429.87,463.08,99
43290,35477.55,372.8,98
43291,35486.86,443.73,94
43292,35548.36,469.09,85
43293,35571.72,449.9,99
43294,35433.27,438.99,85
43295,35567.71,457.04,117
43296,35392.28,467.93,103
43297,35532.93,395.58,87
43298,35528.85,362.07,88
43299,35477.57,331.4,83
43300,35501.3,445.3,107
43301,35467.94,316.51,85
43302,35458.09,494.14,108
43303,35491.91,325.55,85
43304,35496.59,546.92,83
43305,35553.15,368.86,85
43306,35404.96,406.45,81
43307,35470.28,346.66,104
43308,35489.07,276.76,82
43309,35470.55,481.29,94
43310,35467.64,390.72,80
43311,35509.56,369.92,105
43312,35504.23,388.01,74
43313,35531.99,368.79,80
43314,35621.0,496.06,94
43315,35520.59,335.97,90
43316,35478.89,351.22,99
43317,35467.73,364.37,85
43318,35539.59,422.29,59
43319,35514.43,475.17,98
43320,35515.21,386.17,86
43321,35560.19,403.32,94
43322,35496.44,416.66,90
43323,35554.36,401.62,90
43324,35496.59,384.19,75
43325,35540.27,379.16,84
43326,35543.68,455.06,62
43327,35521.95,347.16,88
43328,35590.89,306.59,79
43329,35587.17,499.15,88
43330,35575.41,550.09,99
43331,35568.0,280.65,76
43332,35517.53,353.51,101
43333,35517.06,486.8,86
43334,35482.54,409.21,87
43335,35613.09,500.8,97
43336,35558.72,403.69,81
43337,35566.33,429.55,95
43338,35422.33,372.65,75
43339,35546.47,390.21,86
43340,35509.88,301.66,76
43341,35458.83,468.34,98
43342,35506.64,382.76,70
43343,35558.51,436.66,89
43344,35513.03,380.43,99
43345,35494.02,443.66,86
43346,35478.97,396.57,64
43347,35574.31,344.78,91
43348,35537.43,555.45,83
43349,35558.91,389.85,74
43350,35639.64,490.22,78
43351,35499.74,529.1,91
43352,35548.9,416.32,92
43353,35476.5,456.21,84
43354,35605.57,506.58,76
43355,35514.3,426.23,82
43356,35636.96,480.26,55
43357,35628.35,470.29,69
43358,35621.76,455.57,78
43359,35505.06,405.19,85
43360,35588.72,358.26,79
43361,35559.09,421.93,75
43362,35489.96,349.31,82
43363,35706.14,558.9,87
43364,35494.07,459.35,81
43365,35590.44,466.16,64
43366,35633.79,375.6,87
43367,35602.73,320.77,75
43368,35499.23,377.55,64
43369,35556.57,447.63,83
43370,35488.15,452.16,79
43371,35611.44,504.86,87
43372,35581.22,390.38,72
43373,35558.7,346.52,83
43374,35578.08,328.42,83
43375,35603.16,412.73,69
43376,35528.44,363.87,71
43377,35642.05,435.12,82
43378,35490.43,375.31,68
43379,35597.14,473.87,81
43380,35551.06,384.26,82
43381,35505.27,525.31,71
43382,35508.56,428.6,72
43383,35620.96,359.82,70
43384,35559.67,541.13,76
43385,35585.24,587.57,67
43386,35570.92,519.35,76
43387,35534.09,330.96,65
43388,35615.77,363.08,74
43389,35523.55,404.11,66
43390,35564.76,425.85,66
43391,35627.19,409.66,57
43392,35565.54,343.81,68
43393,35541.13,547.31,71
43394,35552.93,678.77,69
43395,35520.81,384.57,57
43396,35535.83,401.0,69
43397,35760.96,562.03,76
43398,35474.21,378.59,56
43399,35522.69,424.71,58
43400,35543.0,419.35,72
43401,35630.23,408.46,69
43402,35628.29,510.81,68
43403,35601.91,509.16,58
43404,35515.74,388.44,62
43405,35560.36,461.87,45
43406,35580.77,487.86,69
43407,35567.54,451.26,78
43408,35553.31,594.87,64
43409,35640.53,508.37,66
43410,35596.96,419.98,69
43411,35504.59,512.79,80
43412,35633.33,429.7,64
43413,35611.62,429.21,76
43414,35549.08,496.25,65
43415,35615.96,337.81,69
43416,35523.75,596.12,48
43417,35599.97,424.5,60
43418,35591.0,362.03,45
43419,35583.14,359.08,49
43420,35506.08,453.61,62
43421,35623.62,475.82,55
43422,35676.73,396.5,55
43423,35589.22,520.83,54
43424,35521.33,432.29,48
43425,35522.63,422.05,62
43426,35676.43,533.87,68
43427,35603.42,423.26,53
43428,35627.9,459.87,60
43429,35587.09,554.41,58
43430,35624.93,327.66,55
43431,35529.25,378.84,61
43432,35570.22,494.1,65
43433,35539.07,353.0,59
43434,35637.95,486.15,58
43435,35572.42,369.69,50
43436,35543.33,509.75,64
43437,35627.79,404.31,58
43438,35655.0,490.27,48
43439,35605.59,495.93,44
43440,35564.96,460.94,57
43441,35766.02,433.4,48
43442,35578.04,282.77,46
43443,35649.96,448.27,52
43444,35591.37,443.72,52
43445,35663.86,731.4,56
43446,35544.17,543.22,78
43447,35551.6,391.15,40
43448,35659.77,458.81,48
43449,35564.89,675.83,54
43450,35644.39,510.05,61
43451,35665.78,334.74,46
43452,35677.81,430.02,53
43453,35548.34,417.0,61
43454,35603.2,413.84,54
43455,35657.14,424.5,57
43456,35637.84,382.9,50
43457,35530.97,400.02,58
43458,35578.43,494.13,58
43459,35651.89,628.23,53
43460,35616.44,601.69,52
43461,35579.02,433.75,61
43462,35525.24,516.53,42
43463,35716.76,560.64,50
43464,35631.96,448.13,56
43465,35572.14,630.88,49
43466,35552.64,466.83,45
43467,35506.6,415.42,48
43468,35720.0,539.39,52
43469,35698.02,553.87,48
43470,35651.5,495.52,50
43471,35646.78,463.18,49
43472,35739.57,563.12,47
43473,35602.9,455.45,52
43474,35544.1,449.66,42
43475,35728.2,602.75,44
43476,35619.9,476.03,60
43477,35642.93,406.88,45
43478,35734.23,410.66,52
43479,35679.98,409.26,40
43480,35628.16,510.48,49
43481,35710.43,351.36,49
43482,35746.8,578.13,40
43483,35668.35,352.44,40
43484,35599.04,470.38,54
43485,35631.65,336.21,51
43486,35534.37,446.4,35
43487,35756.86,471.2,35
43488,35581.72,719.83,40
43489,35550.76,418.97,45
43490,35685.9,627.66,42
43491,35686.17,606.69,41
43492,35558.94,542.49,31
43493,35605.91,685.57,53
43494,35662.91,483.33,44
43495,35735.57,976.49,30
43496,35678.98,584.76,50
43497,35624.28,498.92,47
43498,35697.78,371.33,36
43499,35508.18,426.27,39
43500,35657.36,306.19,36
43501,35740.86,521.32,35
43502,35710.0,564.41,39
43503,35435.57,456.19,35
43504,35682.82,587.32,38
43505,35602.48,333.7,44
43506,35367.82,961.17,33
43507,35464.0,456.55,25
43508,35489.57,411.52,42
43509,35743.59,409.32,46
43510,35813.23,559.62,26
43511,35568.6,549.42,42
43512,35757.89,464.26,27
43513,35683.45,481.92,31
43514,35667.43,447.99,30
43515,35712.27,357.12,44
43516,35718.76,388.65,45
43517,35637.11,361.97,36
43518,35587.52,637.47,46
43519,35611.97,540.88,39
43520,35503.46,486.61,26
43521,35793.35,433.01,34
43522,35597.74,419.97,23
43523,35472.55,438.73,47
43524,35356.3,725.04,30
43525,35581.35,349.72,26
43526,35742.69,443.58,36
43527,35587.47,468.38,34
43528,35523.86,423.51,22
43529,35564.61,547.0,41
43530,35663.68,655.62,31
43531,35634.21,592.19,29
43532,35693.85,459.23,26
43533,35673.79,541.29,28
43534,35682.66,456.52,41
43535,35708.82,536.38,39
43536,35672.78,411.26,27
43537,35566.18,465.71,33
43538,35522.35,499.24,31
43539,35535.15,367.39,26
43540,35543.88,483.87,33
43541,35688.33,573.04,30
43542,35645.79,574.67,24
43543,35641.29,558.03,28
43544,35593.46,333.96,24
43545,35660.22,363.81,27
43546,35606.66,436.24,32
43547,35753.25,662.32,36
43548,35612.03,502.81,29
43549,35708.1,656.57,31
43550,35619.5,492.32,22
43551,35638.37,429.51,27
43552,35762.29,390.0,21
43553,35689.06,827.38,18
43554,35582.68,537.43,34
