original_value,target_mean,target_std,count
13695,14569.33,844.83,6
13696,14320.86,1056.67,7
13697,14484.0,645.46,6
13698,15220.73,1825.51,11
13699,15664.0,2877.95,4
13700,15303.5,3020.9,6
13701,15738.88,2229.7,8
13702,15393.67,2105.23,15
13703,15610.54,2324.23,13
13704,15088.6,1068.94,5
13705,16581.5,2388.05,6
13706,14363.33,741.79,9
13707,14188.4,530.27,5
13708,14332.12,579.4,8
13709,15359.73,2442.82,11
13710,15497.57,2747.89,7
13711,14093.5,592.82,10
13712,14177.62,236.78,8
13713,15325.12,2373.27,8
13714,15007.75,2123.82,8
13715,14335.6,241.2,5
13716,14505.0,416.08,8
13717,14516.25,353.79,4
13718,14960.43,838.52,7
13719,15315.0,2222.98,5
13720,14304.5,730.51,10
13721,15304.11,1708.3,9
13722,14544.33,555.61,6
13723,15914.88,2978.21,8
13724,15678.25,2094.39,12
13725,14042.0,272.94,2
13726,14308.75,853.69,8
13727,14205.75,475.06,4
13728,14345.7,1013.52,10
13729,14672.11,2444.63,9
13730,14165.6,554.99,10
13731,14224.62,721.86,8
13732,15433.0,2477.81,10
13733,14403.4,619.29,5
13734,16011.55,2608.03,11
13735,14464.67,844.99,6
13736,15039.14,2451.71,7
13737,14474.11,1189.87,9
13738,15166.3,1897.58,10
13739,15892.2,2447.55,5
13740,15519.3,2108.62,10
13741,15155.29,2170.89,7
13742,14827.25,758.23,8
13743,15147.0,2148.69,6
13744,14520.0,701.01,7
13745,14771.85,1847.55,13
13746,14231.57,578.23,7
13747,14830.18,1122.48,11
13748,14422.75,498.93,8
13749,14579.0,1031.54,5
13750,16534.5,3164.41,10
13751,15894.6,2036.04,5
13752,14438.31,616.08,13
13753,15488.58,2272.24,12
13754,15270.14,2262.64,7
13755,14638.5,984.25,10
13756,14605.67,846.17,6
13757,14384.5,488.31,8
13758,14639.5,688.2,6
13759,15577.25,2398.96,16
13760,15135.69,1910.87,13
13761,14749.75,695.82,8
13762,15930.8,2084.28,5
13763,15347.0,2795.55,6
13764,14500.0,520.9,11
13765,15701.8,1950.41,10
13766,14032.0,699.53,3
13767,15716.75,1495.59,4
13768,14401.62,752.09,8
13769,15049.38,1891.72,13
13770,15720.0,2030.21,10
13771,15014.75,1381.27,8
13772,14808.6,550.75,10
13773,15541.78,2630.35,9
13774,14557.33,490.48,6
13775,16522.75,2720.63,8
13776,15015.75,1491.62,16
13777,15117.67,1466.5,6
13778,14995.9,1940.06,10
13779,14328.6,673.6,5
13780,14779.8,2210.21,10
13781,14453.12,942.01,8
13782,14341.62,871.35,8
13783,14652.8,626.44,10
13784,14800.75,741.03,4
13785,14748.58,572.3,12
13786,15809.9,2276.22,10
13787,14919.29,1364.76,14
13788,15383.5,2062.06,10
13789,14134.0,1043.84,7
13790,15341.71,1794.36,7
13791,15297.25,1759.1,8
13792,14809.5,815.63,6
13793,15573.8,2293.11,5
13794,15002.36,995.82,14
13795,14816.22,1818.1,9
13796,14365.73,469.67,11
13797,15367.86,2205.73,7
13798,14559.7,543.15,10
13799,14355.86,535.04,7
13800,15212.78,1629.32,9
13801,15782.2,2600.52,10
13802,14907.9,632.94,10
13803,16129.67,2566.48,9
13804,14990.0,373.5,7
13805,15084.2,251.9,5
13806,14793.0,1603.97,14
13807,15030.25,747.05,12
13808,14792.25,511.07,4
13809,15307.11,2336.75,9
13810,14533.9,666.82,10
13811,15337.6,2227.23,5
13812,15184.25,446.09,4
13813,14947.45,1654.5,11
13814,14766.0,1051.79,12
13815,14525.45,980.41,11
13816,16355.87,2992.37,15
13817,14624.0,674.98,10
13818,14396.79,962.71,14
13819,15522.2,2326.93,10
13820,14156.43,392.92,14
13821,14966.09,1612.39,11
13822,14991.55,1027.58,11
13823,15613.5,2144.02,10
13824,14365.9,414.42,10
13825,15937.67,2604.1,6
13826,14854.17,817.0,6
13827,15075.78,2418.67,9
13828,14949.2,1895.09,10
13829,14648.11,622.32,9
13830,15620.83,2462.47,6
13831,15153.73,1955.08,15
13832,14556.17,854.77,6
13833,14949.75,1921.08,8
13834,15683.67,1862.73,6
13835,15527.0,2176.12,9
13836,15729.17,1072.1,6
13837,15595.0,2198.92,11
13838,14802.83,760.42,6
13839,17467.4,3346.36,5
13840,14474.88,1010.72,8
13841,15151.4,1845.94,10
13842,16838.73,2956.73,11
13843,15081.43,1989.27,7
13844,14474.82,738.83,11
13845,14561.29,731.18,7
13846,14638.07,530.06,14
13847,15047.83,1497.95,12
13848,14804.69,632.17,13
13849,15666.81,2238.63,16
13850,15075.5,1836.21,10
13851,15028.4,1464.34,10
13852,15235.8,2067.21,10
13853,15233.09,1879.11,11
13854,14372.73,541.56,11
13855,14599.22,929.89,9
13856,15655.1,2297.08,10
13857,15160.29,2200.15,7
13858,15824.25,2417.27,12
13859,15203.56,1612.58,9
13860,14395.2,872.07,10
13861,15880.64,2347.55,11
13862,15414.38,1849.91,8
13863,16137.7,2929.53,10
13864,16771.56,2893.73,9
13865,14708.64,542.09,11
13866,15115.11,1859.68,18
13867,15090.7,1270.95,10
13868,15471.0,1290.4,5
13869,15040.5,1862.61,8
13870,15000.27,1848.9,11
13871,15324.46,1886.15,13
13872,14416.71,606.04,7
13873,14547.78,774.35,9
13874,15016.88,2596.05,8
13875,15101.2,1990.9,10
13876,14857.08,1540.02,12
13877,15671.0,1977.45,10
13878,14880.56,852.64,9
13879,14710.67,648.2,9
13880,14923.5,692.73,6
13881,15637.0,2417.14,7
13882,14997.23,1533.71,13
13883,15423.73,1968.74,15
13884,15549.08,1787.83,12
13885,14443.67,820.58,6
13886,14923.31,1338.45,16
13887,14611.29,650.0,7
13888,15375.44,2265.99,9
13889,14279.25,614.71,8
13890,15028.33,1303.29,12
13891,14575.08,805.2,13
13892,17449.17,2497.63,6
13893,15864.0,2053.14,5
13894,14466.57,807.6,7
13895,15696.78,1864.35,9
13896,15096.5,1676.09,12
13897,15332.0,2445.63,8
13898,15068.44,1760.83,16
13899,14892.5,1077.32,10
13900,14994.33,617.69,6
13901,14781.4,2184.88,5
13902,17236.75,3009.66,8
13903,15627.29,2226.52,7
13904,15678.82,2165.93,11
13905,17075.78,2889.64,9
13906,14831.82,1586.67,11
13907,15232.56,1022.74,9
13908,15254.88,1773.25,8
13909,14566.3,761.91,10
13910,14826.78,683.2,9
13911,14444.0,707.27,11
13912,14356.88,417.79,8
13913,15260.58,1623.79,12
13914,15440.0,2099.44,10
13915,14767.54,997.75,13
13916,14472.67,732.01,12
13917,14740.4,704.59,15
13918,15109.29,1994.19,7
13919,15264.8,2096.27,10
13920,15055.18,1577.44,11
13921,14882.23,707.48,13
13922,17175.67,3641.24,3
13923,15487.67,2006.71,9
13924,16203.2,2440.38,10
13925,15222.27,1687.34,11
13926,15058.33,1619.41,12
13927,15429.14,1577.75,7
13928,16224.0,2772.13,6
13929,16886.4,3225.52,5
13930,15012.0,832.19,11
13931,14391.83,667.09,12
13932,14631.15,942.71,13
13933,14699.12,891.62,8
13934,15074.0,2087.63,8
13935,15314.33,1561.79,9
13936,15193.11,1737.16,9
13937,14871.25,516.42,8
13938,14978.5,1565.48,16
13939,15079.73,1675.85,11
13940,14873.4,689.94,10
13941,14911.0,1313.18,4
13942,16356.0,1800.13,5
13943,15176.55,1653.9,11
13944,15753.23,1405.75,13
13945,15648.44,2448.97,9
13946,15659.67,2707.77,6
13947,14349.11,638.39,9
13948,15807.82,2339.77,17
13949,14717.29,552.75,14
13950,15012.5,710.32,8
13951,15637.5,1369.38,12
13952,15574.33,2628.45,15
13953,15440.92,2106.16,12
13954,15749.89,1167.18,9
13955,15396.93,2320.89,14
13956,15683.5,873.94,8
13957,16068.5,2781.45,8
13958,15444.36,2301.44,11
13959,16159.12,2893.12,8
13960,15260.27,1870.65,11
13961,15623.78,1466.31,9
13962,15115.46,1514.05,13
13963,14927.33,927.49,3
13964,15296.18,2126.45,11
13965,14643.38,821.74,8
13966,14481.3,782.33,10
13967,15091.14,1974.9,14
13968,14732.75,589.14,8
13969,14433.5,738.21,6
13970,16167.78,2723.35,9
13971,16456.12,2110.05,8
13972,16011.33,2053.75,6
13973,14751.38,726.64,8
13974,17657.71,3265.47,7
13975,15198.14,1284.7,14
13976,14526.43,799.54,7
13977,15725.0,2278.19,8
13978,14679.67,862.84,9
13979,16023.0,2639.67,10
13980,15800.4,2022.51,5
13981,14684.56,520.91,9
13982,15224.69,612.47,13
13983,14822.11,1435.23,9
13984,14958.0,1333.44,9
13985,14988.0,1291.62,3
13986,14849.56,1013.74,9
13987,15852.5,2490.4,12
13988,15129.67,1711.97,9
13989,15696.71,2099.05,14
13990,16492.67,2753.43,3
13991,15850.75,2812.09,8
13992,15046.73,1923.76,11
13993,15632.75,2286.46,8
13994,16131.38,2987.4,13
13995,14400.8,758.77,10
13996,15442.2,1987.4,10
13997,15656.7,2231.4,10
13998,15201.09,1933.65,11
13999,15107.89,884.99,9
14000,14788.25,567.29,8
14001,15382.5,930.41,8
14002,15731.62,2194.99,8
14003,15730.11,2182.88,9
14004,15949.38,1197.49,8
14005,16087.0,1471.35,4
14006,16486.46,2848.8,13
14007,14802.88,596.2,8
14008,15155.88,1862.49,16
14009,15485.27,2037.82,11
14010,14860.5,949.85,6
14011,15778.6,2368.29,5
14012,14895.29,615.77,7
14013,15949.64,2142.97,11
14014,15466.07,2167.59,14
14015,14591.29,858.32,7
14016,15290.5,488.0,6
14017,16197.75,2388.64,12
14018,14760.45,655.15,11
14019,14107.56,772.4,9
14020,16084.57,2450.97,7
14021,14777.75,416.15,8
14022,15122.2,1364.72,10
14023,15701.43,2596.11,7
14024,15211.38,2106.77,13
14025,16269.83,2631.59,12
14026,14738.44,819.6,9
14027,15004.57,1387.95,7
14028,15249.62,790.26,8
14029,14627.14,1253.89,7
14030,15417.62,1982.57,8
14031,14412.0,1161.12,5
14032,15511.27,2419.16,11
14033,14711.0,944.5,6
14034,15490.57,2747.69,7
14035,15786.5,512.83,4
14036,15483.33,557.32,9
14037,14784.0,780.06,9
14038,15145.0,2354.84,7
14039,15707.5,2076.45,8
14040,15009.42,2162.98,12
14041,15438.25,1983.46,8
14042,14818.14,806.05,7
14043,16251.0,3299.15,5
14044,15472.81,1927.78,16
14045,15160.08,811.4,12
14046,14784.0,651.77,8
14047,14927.0,1187.3,6
14048,16143.23,2550.89,13
14049,15591.0,1861.94,6
14050,16046.07,2504.62,14
14051,15752.58,1868.65,12
14052,14737.0,939.84,6
14053,15329.2,1895.44,10
14054,15033.91,1801.1,11
14055,15099.67,872.28,9
14056,15364.0,0.0,1
14057,16030.42,1658.29,12
14058,15157.15,1571.61,13
14059,15364.67,1260.22,12
14060,15540.67,1675.36,9
14061,15529.55,1785.68,11
14062,15364.38,2111.78,8
14063,15096.33,2490.13,9
14064,14599.0,858.68,10
14065,14593.7,1850.58,10
14066,15747.73,2142.72,15
14067,14875.54,1788.51,13
14068,14507.83,193.55,6
14069,14216.75,580.88,4
14070,15371.27,1613.48,15
14071,15444.0,1336.55,8
14072,15593.8,2319.71,15
14073,15735.36,2289.59,11
14074,15711.5,2106.36,14
14075,14620.62,651.19,8
14076,15415.0,2053.99,8
14077,15775.62,1480.69,16
14078,16074.33,3606.04,3
14079,15282.56,1975.12,9
14080,14795.5,713.55,6
14081,16231.89,2732.48,9
14082,16228.83,2764.92,6
14083,15380.67,2221.47,12
14084,16614.86,2847.05,7
14085,15999.44,2439.54,9
14086,15734.17,1263.72,6
14087,15114.83,1515.05,12
14088,15275.67,2550.15,6
14089,14976.3,1268.55,10
14090,15844.33,2005.25,15
14091,15618.33,2365.93,3
14092,15817.67,2074.51,15
14093,15895.83,1982.26,6
14094,14237.8,920.61,5
14095,14673.8,540.25,5
14096,14696.3,694.8,10
14097,14780.11,946.57,9
14098,15865.6,2016.59,15
14099,16367.8,2618.65,10
14100,14877.17,777.45,6
14101,15496.55,1549.39,11
14102,14720.27,566.18,11
14103,14579.55,531.29,11
14104,16251.17,2695.73,12
14105,14521.89,737.32,9
14106,15566.2,3275.18,5
14107,15525.0,2577.55,7
14108,14706.17,516.15,6
14109,16434.1,2579.94,10
14110,15184.0,1221.46,8
14111,15202.89,953.79,9
14112,15632.9,1632.7,10
14113,15657.36,2237.34,11
14114,14870.5,153.44,2
14115,16246.25,2632.94,8
14116,15749.11,1856.44,9
14117,17064.71,2867.39,7
14118,16418.21,2458.85,14
14119,15773.69,2451.78,16
14120,14488.92,491.17,12
14121,14905.67,717.8,9
14122,14852.67,515.18,3
14123,14744.0,995.11,7
14124,15036.6,945.1,5
14125,14281.57,274.71,7
14126,15613.18,2250.53,11
14127,15002.55,1177.51,11
14128,15542.85,1849.16,13
14129,15112.11,1853.48,9
14130,14800.73,569.03,11
14131,16070.0,2399.27,8
14132,14762.5,626.51,12
14133,14913.4,903.58,5
14134,15660.29,2506.93,7
14135,15250.78,1974.42,9
14136,14978.57,922.81,14
14137,16118.14,2738.67,7
14138,15173.12,2193.57,8
14139,15356.38,2201.61,8
14140,13981.75,879.03,4
14141,14598.09,594.78,11
14142,15052.56,817.23,9
14143,14327.29,767.97,7
14144,14883.0,728.15,6
14145,15269.64,1471.12,14
14146,15798.4,2527.99,10
14147,15312.62,2026.53,8
14148,14805.17,479.98,6
14149,15442.25,1969.95,8
14150,16072.0,2250.57,11
14151,15131.71,1663.4,7
14152,14954.69,1812.61,13
14153,15426.86,1375.4,14
14154,14556.67,975.4,6
14155,15593.73,1707.45,11
14156,15088.0,712.7,10
14157,16552.22,2346.12,9
14158,15685.33,2068.82,15
14159,15206.21,1732.5,14
14160,14348.86,860.36,7
14161,14377.0,901.54,6
14162,16204.9,2738.59,10
14163,14473.5,496.67,8
14164,15765.22,2530.69,9
14165,14856.29,770.72,7
14166,14672.0,370.25,5
14167,15430.5,2038.84,12
14168,15065.47,1253.45,15
14169,16164.33,3097.91,12
14170,14375.14,442.84,7
14171,16180.43,3026.27,7
14172,15897.09,1556.14,11
14173,14318.0,673.02,8
14174,15460.91,1893.99,11
14175,15614.5,1182.27,8
14176,16067.69,2601.0,13
14177,16348.64,3113.96,11
14178,15216.0,2256.03,9
14179,14810.0,820.63,10
14180,14375.67,764.48,9
14181,14984.29,713.11,7
14182,15166.43,601.28,7
14183,14938.17,709.79,6
14184,16404.6,2260.9,5
14185,15461.11,1318.94,9
14186,14606.14,871.46,7
14187,15485.29,2133.69,14
14188,16897.83,2658.83,6
14189,14733.0,532.04,4
14190,15534.91,1819.07,11
14191,15478.44,2681.35,9
14192,16109.5,3640.12,4
14193,15419.0,1596.27,5
14194,14505.8,132.21,5
14195,15212.62,1010.6,8
14196,16264.0,2794.28,11
14197,15171.83,1812.88,12
14198,16363.76,2802.77,17
14199,14661.73,688.2,11
14200,15961.3,2344.94,10
14201,14720.0,676.21,6
14202,16841.0,2892.34,10
14203,15178.7,1972.28,10
14204,15466.38,2506.46,8
14205,15704.12,1263.54,8
14206,15089.7,735.59,10
14207,15347.82,1858.29,11
14208,16671.5,3218.71,4
14209,15534.56,1915.75,16
14210,15582.0,2141.72,10
14211,14339.82,553.34,11
14212,15029.78,2512.01,9
14213,15053.3,1068.06,10
14214,15117.4,1862.82,10
14215,15015.57,588.23,7
14216,15679.3,1723.46,10
14217,14838.92,949.88,12
14218,15101.38,1081.77,8
14219,15048.0,925.82,5
14220,14665.0,320.76,5
14221,15350.07,1560.83,15
14222,14983.8,718.25,5
14223,15934.38,2223.24,8
14224,15689.86,2285.53,7
14225,15969.0,3129.59,5
14226,14958.22,1318.61,9
14227,14876.21,1787.87,14
14228,14799.4,613.52,10
14229,14608.83,952.68,6
14230,16133.0,2418.37,17
14231,15484.27,1750.75,11
14232,14356.5,332.23,6
14233,14654.11,1083.72,9
14234,15163.8,640.54,5
14235,15190.93,1389.9,15
14236,14431.75,931.8,12
14237,16321.33,2066.17,6
14238,14582.4,853.71,10
14239,14470.83,303.63,6
14240,14744.75,899.22,4
14241,15617.09,1706.77,11
14242,14843.5,454.95,6
14243,15883.56,2506.74,9
14244,15641.0,2102.22,10
14245,14910.0,938.21,6
14246,15450.9,2136.42,10
14247,14043.5,533.73,6
14248,14951.0,765.37,7
14249,16421.2,2908.24,5
14250,14865.12,653.25,16
14251,14838.0,377.05,4
14252,14784.8,590.79,10
14253,16616.8,3059.87,5
14254,15203.17,691.77,6
14255,14852.5,697.81,6
14256,14761.0,693.5,5
14257,16615.12,2577.95,8
14258,14491.67,623.94,9
14259,15934.89,2799.58,9
14260,16141.89,2561.01,9
14261,15322.92,2357.18,12
14262,14878.67,853.13,9
14263,16137.8,2590.28,5
14264,15989.67,2807.32,6
14265,15208.82,1452.98,11
14266,16364.8,2836.93,5
14267,15145.0,2599.62,6
14268,15360.88,1774.87,8
14269,14805.33,546.08,9
14270,15038.38,1952.32,13
14271,15648.42,1615.4,12
14272,14467.57,769.29,7
14273,15633.25,1956.78,8
14274,15763.67,2127.46,15
14275,14921.5,607.32,4
14276,15990.62,2127.5,8
14277,15288.81,1481.58,16
14278,14678.0,564.19,9
14279,15971.5,2484.5,10
14280,14832.38,605.87,8
14281,15940.4,2698.4,5
14282,14951.86,1127.81,7
14283,14699.6,461.79,5
14284,15289.22,552.87,9
14285,15517.0,2330.8,7
14286,15789.0,1549.72,8
14287,15021.11,855.09,9
14288,14310.29,1557.09,7
14289,14571.86,827.26,7
14290,14921.33,1054.47,12
14291,15737.36,2674.05,11
14292,14448.43,798.66,7
14293,15051.0,2579.15,9
14294,15949.85,2593.61,13
14295,14843.57,817.24,7
14296,15194.5,2786.57,8
14297,16435.67,3043.04,6
14298,15225.5,1674.6,6
14299,14104.4,726.76,10
14300,14481.4,743.27,10
14301,15975.78,2590.08,9
14302,16179.0,2363.16,11
14303,16329.3,2937.43,10
14304,17096.33,3055.15,6
14305,14924.83,1648.45,12
14306,14981.6,1030.0,10
14307,16747.33,2631.93,3
14308,15004.14,1025.27,7
14309,15245.38,604.61,8
14310,15298.4,689.66,5
14311,15003.38,745.21,8
14312,15588.67,2285.46,9
14313,14882.5,951.54,10
14314,15081.2,455.77,5
14315,16110.4,2911.89,5
14316,15172.3,865.09,10
14317,14535.29,403.2,7
14318,16943.07,2745.5,14
14319,16586.2,2186.2,5
14320,15013.0,789.15,10
14321,15544.56,960.72,9
14322,17857.25,3056.59,4
14323,14695.56,559.29,9
14324,15226.88,656.3,8
14325,15558.5,393.86,2
14326,16072.89,2162.59,9
14327,15408.0,2177.85,10
14328,16035.69,2495.7,13
14329,14641.67,964.34,6
14330,15137.0,2149.05,8
14331,15369.62,2095.4,8
14332,15360.78,2498.29,9
14333,14907.71,827.43,7
14334,15180.0,703.18,6
14335,15882.23,1799.42,13
14336,14653.3,1023.34,10
14337,14573.0,1231.77,5
14338,15153.17,2458.68,6
14339,14636.11,988.13,9
14340,15077.62,2654.43,8
14341,15682.8,2349.06,5
14342,15541.5,984.04,6
14343,15222.78,1076.58,9
14344,14401.5,1037.52,6
14345,15140.67,1127.07,6
14346,14790.75,952.96,12
14347,17215.0,3330.82,5
14348,16564.17,3461.04,6
14349,15696.67,1210.08,3
14350,14113.67,1255.74,6
14351,16371.5,2597.99,4
14352,16007.3,2249.83,10
14353,16209.71,3237.34,7
14354,16030.5,188.8,2
14355,16001.2,2575.15,10
14356,15957.82,1903.57,11
14357,16562.57,3121.2,7
14358,15797.88,2080.8,8
14359,15618.67,631.61,6
14360,16188.6,2029.18,5
14361,15057.0,669.44,3
14362,17400.0,4003.41,3
14363,14838.33,1064.54,9
14364,14947.86,2040.48,7
14365,16230.29,2552.85,7
14366,14323.86,1004.03,7
14367,16236.0,3113.79,4
14368,14464.9,1237.7,10
14369,14376.67,1533.67,3
14370,15336.86,2120.8,7
14371,15250.33,1034.68,9
14372,14886.71,717.29,7
14373,15064.67,1049.79,6
14374,15434.0,723.58,3
14375,14516.2,1331.6,5
14376,13816.67,1209.53,3
14377,15350.83,2510.52,6
14378,16154.1,3143.72,10
14379,15066.47,2174.24,15
14380,14613.29,1078.32,14
14381,14067.5,2085.26,2
14382,14690.75,618.23,4
14383,15201.71,871.73,7
14384,15132.0,994.19,2
14385,16235.2,2808.73,5
14386,15174.75,519.48,4
14387,15489.75,3082.52,4
14388,15754.36,2261.1,11
14389,14199.25,972.72,4
14390,14930.33,552.96,3
14391,14873.67,1288.13,9
14392,15631.0,3416.58,6
14393,16156.3,2998.86,10
14394,16129.25,2761.67,4
14395,15821.71,2239.62,7
14396,14705.0,1046.05,10
14397,14227.67,911.18,9
14398,15790.5,1473.02,10
14399,14519.29,1087.55,7
14400,15666.15,2122.84,13
14401,14842.71,1165.92,7
14402,14473.86,1230.55,7
14403,16328.4,2898.85,5
14404,15162.0,2169.23,9
14405,17461.0,2220.28,6
14406,15326.1,1854.87,10
14407,17059.5,1163.19,2
14408,15793.57,1970.4,7
14409,15432.4,2003.64,5
14410,15893.62,2694.01,8
14411,14568.0,408.86,6
14412,14397.83,1200.22,6
14413,15503.33,2580.74,6
14414,14529.75,427.59,8
14415,14572.67,756.0,3
14416,15428.33,824.04,3
14417,15381.83,540.41,6
14418,15592.0,3043.24,7
14419,15236.75,1571.11,8
14420,14944.14,906.87,7
14421,15588.67,1227.81,12
14422,15121.25,1630.78,4
14423,14553.75,506.02,4
14424,14367.38,1246.8,8
14425,16382.5,2721.65,2
14426,15705.71,1229.97,7
14427,14519.62,1026.56,8
14428,15512.36,2200.28,14
14429,15956.36,2940.58,11
14430,15655.25,3473.93,4
14431,15391.4,3493.14,5
14432,16431.0,3300.31,6
14433,14656.67,1734.63,3
14434,16616.33,2508.71,6
14435,15809.0,2487.16,4
14436,14710.86,906.51,7
14437,16804.11,2685.44,9
14438,14728.83,632.72,6
14439,14857.8,795.02,5
14440,14951.29,977.62,7
14441,16879.5,3271.23,6
14442,15099.67,923.28,6
14443,16198.0,3909.54,4
14444,14532.0,472.71,6
14445,15724.0,1492.68,9
14446,20299.0,0.0,1
14447,15255.0,1811.01,8
14448,16279.5,2458.71,4
14449,15023.17,1090.85,6
14450,14796.33,998.78,6
14451,15770.17,2296.91,12
14452,14346.67,612.14,3
14453,13822.8,970.25,5
14454,17361.14,3666.53,7
14455,14603.0,570.14,4
14456,14643.88,896.4,8
14457,14828.14,486.74,7
14458,14658.33,851.14,6
14459,15183.22,1975.08,9
14460,17273.33,3070.07,3
14461,15031.38,1427.11,8
14462,15679.0,2463.86,12
14463,14580.2,1219.16,5
14464,14877.83,1534.09,12
14465,16014.11,2599.33,9
14466,15622.33,3494.32,3
14467,16259.33,2837.39,6
14468,15170.43,684.52,7
14469,15225.86,2661.9,7
14470,15231.0,883.78,3
14471,14988.5,3250.97,4
14472,15671.2,3009.38,5
14473,17424.25,4901.78,4
14474,15561.33,2307.65,6
14475,14839.12,771.61,8
14476,15934.29,2777.3,7
14477,14654.4,799.8,5
14478,15577.83,3110.83,6
14479,16604.17,2336.84,6
14480,16467.2,2350.6,5
14481,14641.14,759.2,7
14482,14734.17,1082.72,6
14483,15502.0,1646.77,3
14484,16138.2,2419.78,5
14485,14328.0,1234.63,11
14486,13941.0,528.07,3
14487,15391.8,787.18,5
14488,14829.0,694.39,6
14489,15472.67,537.98,6
14490,16441.38,2000.12,8
14491,14694.4,2052.34,5
14492,14932.0,159.85,4
14493,16950.5,2810.0,6
14494,16292.0,2867.74,6
14495,14445.5,1297.22,4
14496,15546.75,1667.42,8
14497,14194.0,905.81,6
14498,16210.17,3320.11,6
14499,15586.0,2046.17,9
14500,15287.0,1837.77,7
14501,14650.33,859.49,3
14502,17064.0,1556.9,4
14503,14662.5,570.11,4
14504,14316.0,354.99,3
14505,14940.2,979.01,10
14506,16032.6,2605.63,5
14507,15430.11,1922.36,9
14508,14541.2,897.46,5
14509,15986.2,3149.4,5
14510,16926.14,2715.16,7
14511,15466.5,2978.69,4
14512,15557.5,2153.38,8
14513,15864.0,2323.02,8
14514,14536.62,904.34,8
14515,15421.25,1209.7,8
14516,16155.25,2029.28,8
14517,15752.1,2585.72,10
14518,16587.0,3249.64,4
14519,16653.33,4163.57,3
14520,17544.57,3087.86,7
14521,16446.33,2695.71,9
14522,16082.89,2102.48,9
14523,15384.67,571.37,6
14524,14362.75,1390.64,4
14525,15079.25,466.47,8
14526,17822.4,3060.76,5
14527,16345.67,3065.15,6
14528,16154.89,1991.04,9
14529,18626.8,3606.99,5
14530,16646.12,2389.18,8
14531,16947.0,3102.95,6
14532,15186.33,247.56,3
14533,14197.0,982.72,7
14534,14543.5,1105.05,8
14535,14338.62,945.8,8
14536,14914.5,1342.44,6
14537,16362.5,157.68,2
14538,15712.14,2154.15,7
14539,17964.71,3025.69,7
14540,16385.88,2672.6,8
14541,15535.33,2403.48,6
14542,14852.53,717.4,15
14543,16570.0,3295.17,5
14544,18493.67,2514.15,6
14545,17100.6,3580.38,5
14546,16354.4,2615.32,5
14547,15532.0,2053.12,7
14548,15214.5,1229.95,6
14549,15154.2,528.13,5
14550,15004.0,1085.83,9
14551,15977.29,2007.51,7
14552,15926.12,2281.47,8
14553,14969.4,891.5,5
14554,15695.25,2603.78,8
14555,15518.83,2680.98,6
14556,15560.0,2188.64,6
14557,15527.5,1006.21,2
14558,16069.0,2265.92,5
14559,15045.67,1226.14,3
14560,16271.83,2985.55,6
14561,15748.6,2130.33,10
14562,16979.86,3446.86,7
14563,14434.71,932.82,7
14564,16690.86,2540.62,7
14565,16002.29,2627.33,7
14566,20714.0,1042.28,2
14567,16027.33,2100.16,9
14568,17643.8,2861.21,5
14569,15122.33,436.65,3
14570,15188.0,224.26,3
14571,15789.2,2184.81,5
14572,16831.4,1769.5,5
14573,15263.5,123.74,2
14574,17287.67,2645.41,9
14575,15786.83,2312.68,6
14576,17955.25,2744.35,4
14577,16788.0,2939.81,5
14578,15261.67,1248.24,6
14579,16132.4,2039.23,5
14580,15771.14,1923.06,7
14581,16014.0,2124.94,8
14582,14947.0,544.47,2
14583,16647.17,2984.81,6
14584,16321.67,2709.22,6
14585,13602.4,424.53,5
14586,15304.67,1452.81,9
14587,15434.0,2092.81,8
14588,14913.75,463.91,4
14589,15768.2,1691.53,5
14590,15169.0,540.12,9
14591,15036.78,448.31,9
14592,14768.5,328.8,2
14593,16227.57,2779.84,7
14594,14430.0,606.7,2
14595,17365.0,3487.56,5
14596,14988.5,1112.39,6
14597,15929.0,2691.22,5
14598,16668.5,2589.84,6
14599,14885.33,741.74,6
14600,16955.67,2430.07,6
14601,15071.75,313.99,4
14602,15393.4,953.79,5
14603,16818.71,2592.7,7
14604,16512.14,2615.01,7
14605,15671.67,826.62,3
14606,15352.71,2189.74,7
14607,17041.5,2232.04,4
14608,16901.33,3115.97,3
14609,14942.89,1853.02,9
14610,15726.0,2892.98,8
14611,16344.0,1449.52,8
14612,15976.45,2004.67,11
14613,14976.43,925.6,7
14614,15600.0,1011.82,6
14615,15924.89,2212.53,9
14616,16117.17,1520.74,6
14617,16561.67,3290.74,6
14618,17222.14,2274.78,7
14619,15157.33,1352.14,9
14620,15396.5,1902.58,6
14621,14937.75,225.0,4
14622,16391.25,3467.12,4
14623,15101.17,364.95,6
14624,16094.67,2857.1,6
14625,15611.14,1740.61,7
14626,14232.17,642.52,6
14627,15440.93,1807.47,15
14628,16203.88,2927.04,8
14629,15018.17,771.99,6
14630,15695.0,2225.17,7
14631,15965.4,2529.59,10
14632,15882.83,2915.93,6
14633,15620.5,1697.99,4
14634,15969.2,2914.41,5
14635,14270.8,1272.73,5
14636,14903.75,385.52,4
14637,16789.22,2807.03,9
14638,16288.8,2404.06,10
14639,15124.29,1002.61,7
14640,16343.5,2296.36,8
14641,14794.38,995.12,8
14642,14768.67,1282.22,6
14643,14654.75,851.09,4
14644,15826.43,917.39,7
14645,15276.8,1264.19,10
14646,15746.55,2440.39,11
14647,14929.0,924.53,7
14648,17435.33,3528.84,3
